0,0,169583,-208887,-3533
0,1,169925,-208847,-3579
0,1,171584,-208439,-3603
0,2,171584,-208439,-3603
1,0,171584,-208439,-3603
1,1,172015,-208301,-3586
1,1,172347,-208340,-3608
1,1,172654,-208466,-3627
1,2,172654,-208466,-3627
2,0,173226,-208677,-3638
2,1,173371,-209145,-3616
2,1,173648,-209502,-3651
2,1,174389,-209258,-3664
2,1,174369,-209223,-3624
2,2,174369,-209223,-3624
3,0,174710,-209400,-3680
3,1,175104,-209311,-3584
3,1,175188,-209418,-3595
3,2,175188,-209418,-3595
4,0,175188,-209418,-3595
4,1,175103,-210477,-3734
4,1,174934,-210889,-3742
4,1,175081,-211210,-3745
4,2,175081,-211210,-3745
5,0,174658,-211550,-3734
5,1,174169,-211865,-3721
5,1,173996,-212351,-3688
5,2,173996,-212351,-3688
6,0,173996,-212351,-3688
6,1,174127,-212701,-3647
6,1,174481,-212990,-3611
6,1,174797,-212950,-3608
6,2,174797,-212950,-3608
7,0,174797,-212950,-3608
7,1,175490,-212746,-3632
7,1,175753,-212597,-3655
7,2,175753,-212597,-3655
8,0,175753,-212597,-3655
8,1,176365,-212162,-3708
8,1,176901,-212265,-3684
8,1,176950,-212303,-3678
8,1,176880,-212313,-3648
8,1,176890,-212311,-3646
8,2,176890,-212311,-3646
9,0,179055,-211538,-3527
9,1,179054,-211427,-3534
9,1,179028,-211611,-3526
9,1,178908,-211752,-3535
9,2,178908,-211752,-3535
10,0,178609,-210898,-3616
10,1,178547,-210499,-3567
10,1,178526,-210437,-3551
10,1,178546,-210402,-3496
10,2,178546,-210402,-3496
11,0,178546,-210402,-3496
11,1,178534,-210421,-3496
11,1,178525,-210380,-3496
11,2,178525,-210380,-3496
12,0,178525,-210380,-3496
12,1,178330,-210316,-3545
12,1,177860,-210982,-3681
12,2,177860,-210982,-3681
13,0,177860,-210982,-3681
13,1,177407,-211211,-3721
13,1,176756,-211033,-3753
13,1,176600,-210438,-3742
13,1,176330,-209837,-3595
13,1,175935,-209324,-3558
13,1,175225,-209003,-3565
13,2,175225,-209003,-3565
14,0,175225,-209003,-3565
14,1,170211,-205899,-3356
14,1,174188,-208363,-3533
14,1,174626,-208632,-3552
14,1,174219,-208042,-3541
14,1,173709,-208188,-3500
14,1,173070,-207995,-3501
14,2,173070,-207995,-3501
15,0,173070,-207995,-3501
15,1,172440,-207682,-3530
15,1,171633,-207496,-3552
15,2,171633,-207496,-3552
16,0,176949,-212271,-3683
16,1,177252,-212296,-3674
16,1,177468,-212603,-3627
16,1,177711,-212834,-3590
16,2,177711,-212834,-3590
17,0,177711,-212834,-3590
17,1,177958,-212546,-3606
17,1,178318,-212259,-3587
17,1,178318,-212259,-3536
17,2,178318,-212259,-3536
18,0,178318,-212259,-3536
18,1,178727,-211673,-3568
18,1,178755,-210974,-3599
18,1,178747,-211061,-3560
18,2,178747,-211061,-3560
19,0,178747,-211061,-3560
19,1,178720,-210993,-3560
19,1,178750,-211009,-3560
19,2,178750,-211009,-3560
20,0,178750,-211009,-3560
20,1,178678,-210569,-3579
20,1,178667,-210488,-3557
20,1,178710,-210416,-3488
20,2,178710,-210416,-3488
21,0,178710,-210416,-3488
21,1,178769,-210410,-3535
21,1,178528,-210464,-3558
21,1,177929,-210765,-3668
21,1,177816,-210920,-3684
21,2,177816,-210920,-3684
22,0,177816,-210920,-3684
22,1,177268,-211062,-3732
22,1,176701,-210936,-3755
22,1,176673,-210826,-3756
22,2,176673,-210826,-3756
23,0,176673,-210826,-3756
23,1,176013,-210412,-3738
23,1,175912,-209959,-3659
23,1,175586,-209471,-3547
23,2,175586,-209471,-3547
24,0,175586,-209471,-3547
24,1,174768,-208816,-3546
24,1,174768,-208816,-3496
24,1,174439,-208903,-3537
24,2,174439,-208903,-3537
25,0,174439,-208903,-3537
25,1,174391,-208905,-3512
25,1,174094,-208970,-3580
25,1,174094,-208970,-3528
25,1,173747,-209093,-3608
25,2,173747,-209093,-3608
26,0,173747,-209093,-3608
26,1,173300,-208868,-3630
26,1,172850,-208548,-3632
26,1,172800,-208438,-3618
26,1,172641,-208623,-3617
26,1,172609,-208629,-3617
26,1,172928,-208627,-3600
26,1,172804,-208580,-3634
26,2,172804,-208580,-3634
27,0,172804,-208580,-3634
27,1,172384,-208305,-3601
27,1,172087,-208210,-3558
27,1,171532,-208366,-3591
27,2,171532,-208366,-3591
