0,0,176688,-179421,1020
0,1,176404,-179409,1020
0,1,176056,-179301,1020
0,1,176047,-179287,1020
0,1,176280,-179343,1040
0,1,175966,-179261,1020
0,1,175940,-179233,1020
0,2,175940,-179233,1020
1,0,175940,-179233,1020
1,1,175770,-179119,1033
1,1,175511,-179100,1020
1,1,175352,-179078,1020
1,1,175330,-178922,1020
1,1,175240,-178779,1020
1,1,175215,-178727,1020
1,1,175159,-178707,1040
1,2,175159,-178707,1040
2,0,174983,-178852,1020
2,1,175180,-178965,1020
2,1,175159,-179324,1021
2,1,175050,-179346,1021
2,1,175056,-179320,1021
2,1,175060,-179207,1020
2,2,175060,-179207,1020
3,0,174763,-179045,1020
3,1,174636,-178930,1020
3,1,174498,-178828,1020
3,2,174498,-178828,1020
4,0,174435,-179365,1020
4,1,174274,-179389,1020
4,1,174299,-179404,1020
4,2,174299,-179404,1020
5,0,174130,-179303,1020
5,1,174149,-179133,1020
5,1,174020,-178960,1020
5,1,173944,-178856,1020
5,2,173944,-178856,1020
6,0,173646,-179198,1020
6,1,173607,-179143,1020
6,1,173496,-179211,1040
6,2,173496,-179211,1040
7,0,173509,-179290,1020
7,1,173603,-179399,1020
7,1,173690,-179499,1020
7,1,173736,-179476,1040
7,2,173736,-179476,1040
8,0,173766,-179281,1020
8,1,173894,-179060,1020
8,1,173913,-178653,1020
8,1,173675,-178713,1040
8,1,173675,-178722,1040
8,1,173677,-178739,1040
8,2,173677,-178739,1040
9,0,173959,-178538,1020
9,1,173986,-178525,1020
9,1,174101,-178398,1020
9,1,174077,-178087,989
9,1,174086,-177766,908
9,1,174062,-177456,832
9,1,174021,-176920,716
9,1,174103,-176825,716
9,1,174096,-176730,716
9,1,174081,-176637,716
9,2,174081,-176637,716
10,0,173822,-176408,716
10,1,173718,-176346,716
10,1,173800,-176387,716
10,2,173800,-176387,716
11,0,173895,-176255,716
11,1,173913,-176295,716
11,1,174007,-176280,716
11,1,174164,-176239,716
11,1,174109,-176258,736
11,2,174109,-176258,736
12,0,174453,-176109,716
12,1,174483,-176046,736
12,2,174483,-176046,736
13,0,174734,-176139,716
13,2,174734,-176139,716
14,0,174734,-176139,716
14,1,174278,-176346,716
14,1,174173,-176532,716
14,1,174104,-176533,716
14,1,174000,-176548,716
14,1,174022,-176653,716
14,2,174022,-176653,716
15,0,174002,-176630,736
15,1,174107,-177350,806
15,1,174132,-177611,870
15,1,174128,-177819,921
15,1,174028,-177926,954
15,1,174065,-178049,981
15,1,174141,-178198,1013
15,1,174120,-178280,1020
15,2,174120,-178280,1020
16,0,174532,-178734,1026
16,1,174459,-178713,1034
16,1,174551,-178806,1020
16,1,174590,-178770,1020
16,1,174516,-178825,1048
16,2,174516,-178825,1048
17,0,174998,-178887,1020
17,1,175245,-178894,1020
17,1,175479,-178901,1020
17,1,175454,-178882,1040
17,1,175428,-178878,1040
17,2,175428,-178878,1040
18,0,175988,-179276,1020
18,1,176079,-179331,1020
18,1,176169,-179370,1020
18,1,176128,-179345,1040
18,2,176128,-179345,1040
19,0,173752,-177170,2299
19,1,173592,-176945,2299
19,1,173531,-176905,2299
19,2,173531,-176905,2299
20,0,173531,-176905,2299
20,1,173291,-176725,2299
20,1,173235,-176463,2299
20,1,173329,-176289,2299
20,1,173294,-176066,2299
20,1,173286,-175962,2320
20,1,173294,-175979,2320
20,2,173294,-175979,2320
21,0,173749,-176147,2299
21,1,173815,-176189,2299
21,1,173821,-176234,2299
21,1,173848,-176176,2299
21,2,173848,-176176,2299
22,0,173997,-176773,2299
22,1,174096,-176822,2299
22,2,174096,-176822,2299
23,0,174688,-176911,2299
23,2,174688,-176911,2299
24,0,174688,-176911,2299
24,1,174778,-176525,2299
24,1,174874,-176526,2299
24,1,174842,-176563,2320
24,2,174842,-176563,2320
25,0,174179,-177196,2299
25,1,174133,-177241,2299
25,2,174133,-177241,2299
26,0,174207,-177133,2299
26,1,174249,-177091,2299
26,1,174295,-177170,2299
26,1,174244,-177302,2299
26,2,174244,-177302,2299
