38,0,178287,-182728,-1896
38,1,178654,-182644,-1926
38,1,178875,-182587,-1926
38,1,178928,-182584,-1896
38,2,178928,-182584,-1896
39,0,178928,-182584,-1896
39,1,178892,-182590,-1896
39,1,178909,-182553,-1896
39,2,178909,-182553,-1896
40,0,178909,-182553,-1896
40,1,178566,-182500,-1926
40,1,178326,-182380,-1926
40,1,178224,-182358,-1926
40,2,178224,-182358,-1926
41,0,178036,-181280,-1926
41,1,178100,-181623,-1926
41,1,178126,-181539,-1926
41,1,177848,-181249,-1926
41,1,177938,-181176,-1926
41,1,177916,-180875,-1926
41,1,177892,-180682,-1926
41,1,177864,-180771,-1896
41,2,177864,-180771,-1896
42,0,177864,-180771,-1896
42,1,177876,-180737,-1896
42,1,177984,-180631,-1926
42,1,178032,-180484,-1926
42,1,178205,-180325,-1926
42,1,178427,-180267,-1896
42,2,178427,-180267,-1896
43,0,178427,-180267,-1896
43,1,178393,-180275,-1896
43,1,178405,-180244,-1896
43,1,178250,-180322,-1926
43,1,178157,-180179,-1926
43,1,178026,-179979,-1926
43,1,177973,-180069,-1926
43,1,177914,-180004,-1896
43,2,177914,-180004,-1896
44,0,177914,-180004,-1896
44,1,177938,-180030,-1896
44,1,177889,-179969,-1896
44,1,177696,-179852,-1926
44,1,177579,-179583,-1928
44,1,177381,-178725,-2034
44,1,177417,-177192,-2223
44,1,177590,-176270,-2337
44,1,177555,-174762,-2443
44,1,177686,-175080,-2448
44,1,178643,-174910,-2448
44,1,178864,-174919,-2448
44,1,179266,-173836,-2448
44,1,179346,-173697,-2448
44,2,179346,-173697,-2448
